order_id,order_date,product,category,price,quantity,total_sales,city,platform,payment_method,order_status
10995,2025-12-17,Car Dash Camera,Electronics,2734,2,5468,Udaipur,Amazon,Net Banking,Returned
10996,2025-01-24,Reverse Parking Camera,Electronics,1081,1,1081,Mumbai,Shopify,Net Banking,Shipped
10997,2025-07-01,Car LED Light,Accessories,7912,3,23736,Udaipur,Shopify,UPI,Delivered
10998,2025-04-02,Car LED Light,Accessories,12432,4,49728,Bangalore,Flipkart,UPI,Delivered
10999,2025-06-10,Car Floor Mat,Accessories,14664,3,43992,Hyderabad,Shopify,Net Banking,Returned
11000,2025-04-19,Car Vacuum Cleaner,Electronics,14576,2,29152,Bangalore,Amazon,COD,Delivered
11001,2025-01-03,Car Floor Mat,Accessories,9055,1,9055,Pune,Amazon,UPI,Cancelled
11002,2025-12-03,Car Air Freshener,Accessories,7839,4,31356,Hyderabad,Flipkart,COD,Shipped
11003,2025-03-11,Car Dash Camera,Electronics,1735,2,3470,Delhi,Amazon,UPI,Delivered
11004,2025-04-18,Car Phone Holder,Accessories,14374,1,14374,Hyderabad,Shopify,Card,Cancelled
11005,2025-02-14,Car Floor Mat,Accessories,14096,2,28192,Udaipur,Flipkart,Card,Shipped
11006,2025-03-27,Car Floor Mat,Accessories,657,1,657,Bangalore,Shopify,Net Banking,Shipped
11007,2025-10-27,Car Air Freshener,Accessories,621,4,2484,Jaipur,Amazon,COD,Shipped
11008,2025-02-22,Car Seat Cover,Accessories,5769,1,5769,Pune,Flipkart,Net Banking,Returned
11009,2025-09-06,Car Seat Cover,Accessories,8287,4,33148,Hyderabad,Amazon,UPI,Delivered
11010,2025-10-11,Car Floor Mat,Accessories,9743,3,29229,Mumbai,Flipkart,Net Banking,Shipped
11011,2025-08-18,Car LED Light,Accessories,8406,3,25218,Pune,Amazon,Card,Returned
11012,2025-08-13,Car Phone Holder,Accessories,7988,3,23964,Jaipur,Shopify,Card,Returned
11013,2025-03-09,Reverse Parking Camera,Electronics,14282,4,57128,Udaipur,Shopify,Net Banking,Shipped
11014,2025-03-24,Car Vacuum Cleaner,Electronics,13341,4,53364,Jaipur,Flipkart,UPI,Shipped
11015,2025-03-22,Car Music System,Electronics,3139,2,6278,Hyderabad,Amazon,Net Banking,Shipped
11016,2025-10-13,Car Dash Camera,Electronics,4145,2,8290,Delhi,Amazon,COD,Returned
11017,2025-03-31,Car Vacuum Cleaner,Electronics,11390,2,22780,Delhi,Amazon,COD,Shipped
11018,2025-03-03,Car LED Light,Accessories,10418,2,20836,Jaipur,Flipkart,COD,Returned
11019,2025-10-13,Car Vacuum Cleaner,Electronics,12905,1,12905,Udaipur,Amazon,UPI,Delivered
11020,2025-02-26,Car Air Freshener,Accessories,13390,4,53560,Mumbai,Shopify,UPI,Delivered
11021,2025-11-19,Android Car Display,Electronics,2027,2,4054,Mumbai,Amazon,COD,Cancelled
11022,2025-09-17,Car Dash Camera,Electronics,11902,4,47608,Hyderabad,Shopify,UPI,Cancelled
11023,2025-03-04,Car Vacuum Cleaner,Electronics,5782,2,11564,Jaipur,Flipkart,Net Banking,Delivered
11024,2025-06-24,Car Phone Holder,Accessories,13977,4,55908,Udaipur,Shopify,Card,Delivered
11025,2025-07-04,Car Dash Camera,Electronics,6401,4,25604,Jaipur,Amazon,Net Banking,Cancelled
11026,2025-07-31,Car Music System,Electronics,13436,4,53744,Pune,Flipkart,COD,Delivered
11027,2025-09-22,Car Air Freshener,Accessories,2685,1,2685,Mumbai,Amazon,COD,Returned
11028,2025-08-11,Car Floor Mat,Accessories,12954,2,25908,Delhi,Flipkart,UPI,Cancelled
11029,2025-08-03,Reverse Parking Camera,Electronics,1247,3,3741,Pune,Shopify,COD,Returned
11030,2025-09-28,Car Vacuum Cleaner,Electronics,429,3,1287,Bangalore,Shopify,Net Banking,Shipped
11031,2025-12-24,Car Phone Holder,Accessories,14842,4,59368,Ahmedabad,Shopify,Net Banking,Cancelled
11032,2025-10-03,Car Dash Camera,Electronics,1680,1,1680,Ahmedabad,Flipkart,Card,Returned
11033,2025-09-24,Car Phone Holder,Accessories,1820,3,5460,Ahmedabad,Shopify,Card,Delivered
11034,2025-05-04,Car Seat Cover,Accessories,14886,3,44658,Udaipur,Shopify,Net Banking,Delivered
11035,2025-05-13,Car Seat Cover,Accessories,14088,3,42264,Ahmedabad,Amazon,UPI,Delivered
11036,2025-08-21,Car Air Freshener,Accessories,5181,1,5181,Ahmedabad,Amazon,Card,Returned
11037,2026-01-01,Car Dash Camera,Electronics,4961,2,9922,Pune,Shopify,Card,Delivered
11038,2025-07-04,Car Vacuum Cleaner,Electronics,8761,2,17522,Hyderabad,Amazon,Card,Shipped
11039,2025-02-01,Car Floor Mat,Accessories,1642,1,1642,Pune,Amazon,Net Banking,Cancelled
11040,2025-12-13,Car Air Freshener,Accessories,1579,3,4737,Pune,Shopify,Net Banking,Returned
11041,2025-08-14,Reverse Parking Camera,Electronics,8472,4,33888,Hyderabad,Shopify,Net Banking,Cancelled
11042,2025-09-06,Car Music System,Electronics,8586,2,17172,Hyderabad,Amazon,UPI,Cancelled
11043,2025-03-22,Car Air Freshener,Accessories,8055,1,8055,Ahmedabad,Amazon,Net Banking,Delivered
11044,2025-01-21,Car LED Light,Accessories,6355,3,19065,Bangalore,Amazon,COD,Returned
11045,2025-09-06,Car Vacuum Cleaner,Electronics,5268,3,15804,Delhi,Amazon,Card,Shipped
11046,2025-05-26,Car Seat Cover,Accessories,14951,3,44853,Jaipur,Amazon,Net Banking,Delivered
11047,2025-02-04,Car LED Light,Accessories,9270,3,27810,Delhi,Flipkart,Net Banking,Returned
11048,2025-07-13,Reverse Parking Camera,Electronics,7711,3,23133,Hyderabad,Shopify,Card,Cancelled
11049,2025-08-19,Android Car Display,Electronics,10727,4,42908,Hyderabad,Amazon,COD,Delivered
11050,2025-07-18,Reverse Parking Camera,Electronics,11187,4,44748,Jaipur,Flipkart,COD,Delivered
11051,2025-11-27,Car Air Freshener,Accessories,12357,3,37071,Mumbai,Amazon,UPI,Returned
11052,2025-11-26,Android Car Display,Electronics,10870,1,10870,Mumbai,Amazon,UPI,Cancelled
11053,2025-03-03,Car Air Freshener,Accessories,8535,1,8535,Bangalore,Amazon,COD,Cancelled
11054,2025-02-13,Car Phone Holder,Accessories,13893,4,55572,Ahmedabad,Flipkart,UPI,Shipped
11055,2025-04-03,Car Seat Cover,Accessories,5869,4,23476,Pune,Amazon,COD,Shipped
11056,2025-02-20,Car Dash Camera,Electronics,1791,1,1791,Bangalore,Flipkart,Card,Cancelled
11057,2025-03-20,Car Dash Camera,Electronics,12887,1,12887,Udaipur,Flipkart,Card,Delivered
11058,2025-01-14,Reverse Parking Camera,Electronics,5629,2,11258,Delhi,Flipkart,Net Banking,Delivered
11059,2025-06-15,Car Vacuum Cleaner,Electronics,2634,4,10536,Udaipur,Flipkart,UPI,Delivered
11060,2025-09-10,Car Phone Holder,Accessories,4225,2,8450,Pune,Amazon,COD,Delivered
11061,2025-02-03,Car Vacuum Cleaner,Electronics,7915,4,31660,Hyderabad,Amazon,Net Banking,Cancelled
11062,2025-05-07,Car Seat Cover,Accessories,4709,1,4709,Bangalore,Flipkart,Net Banking,Shipped
11063,2025-03-14,Car LED Light,Accessories,14165,2,28330,Ahmedabad,Shopify,Card,Cancelled
11064,2025-01-22,Android Car Display,Electronics,7242,4,28968,Delhi,Flipkart,COD,Cancelled
11065,2025-05-20,Car Seat Cover,Accessories,1285,4,5140,Udaipur,Shopify,Net Banking,Returned
11066,2025-01-24,Car Phone Holder,Accessories,9887,3,29661,Bangalore,Shopify,UPI,Returned
11067,2025-03-13,Car LED Light,Accessories,6776,1,6776,Udaipur,Flipkart,Card,Returned
11068,2025-12-29,Car Vacuum Cleaner,Electronics,10706,3,32118,Hyderabad,Flipkart,Card,Returned
11069,2025-11-03,Car Vacuum Cleaner,Electronics,3750,4,15000,Ahmedabad,Amazon,Card,Delivered
11070,2025-01-05,Reverse Parking Camera,Electronics,8107,1,8107,Bangalore,Flipkart,Net Banking,Shipped
11071,2025-10-03,Android Car Display,Electronics,1629,1,1629,Delhi,Shopify,Net Banking,Delivered
11072,2025-11-04,Car Vacuum Cleaner,Electronics,13616,4,54464,Ahmedabad,Flipkart,Card,Delivered
11073,2025-04-09,Car LED Light,Accessories,7880,3,23640,Hyderabad,Amazon,Card,Delivered
11074,2025-04-09,Car Dash Camera,Electronics,11450,3,34350,Mumbai,Shopify,COD,Cancelled
11075,2025-01-19,Car Phone Holder,Accessories,8390,3,25170,Udaipur,Flipkart,Card,Delivered
11076,2025-02-26,Car Phone Holder,Accessories,13753,4,55012,Udaipur,Shopify,Net Banking,Cancelled
11077,2025-02-03,Android Car Display,Electronics,3474,2,6948,Bangalore,Shopify,UPI,Cancelled
11078,2025-09-25,Car Dash Camera,Electronics,9637,2,19274,Udaipur,Amazon,UPI,Returned
11079,2025-01-02,Android Car Display,Electronics,14768,4,59072,Pune,Shopify,UPI,Returned
11080,2025-05-21,Car Floor Mat,Accessories,14133,4,56532,Mumbai,Shopify,Net Banking,Shipped
11081,2025-04-25,Car Vacuum Cleaner,Electronics,8774,1,8774,Delhi,Flipkart,Net Banking,Shipped
11082,2025-04-10,Car Vacuum Cleaner,Electronics,384,4,1536,Ahmedabad,Amazon,UPI,Cancelled
11083,2025-04-11,Car Floor Mat,Accessories,1519,2,3038,Bangalore,Flipkart,COD,Delivered
11084,2025-08-10,Car LED Light,Accessories,756,4,3024,Delhi,Shopify,COD,Returned
11085,2025-05-03,Car Phone Holder,Accessories,2066,4,8264,Ahmedabad,Amazon,COD,Cancelled
11086,2025-02-18,Car LED Light,Accessories,13009,4,52036,Hyderabad,Shopify,UPI,Delivered
11087,2025-06-10,Car Seat Cover,Accessories,846,4,3384,Mumbai,Amazon,UPI,Shipped
11088,2025-02-03,Car Seat Cover,Accessories,5239,4,20956,Mumbai,Shopify,UPI,Delivered
11089,2025-07-25,Car Dash Camera,Electronics,14225,4,56900,Mumbai,Shopify,Net Banking,Cancelled
11090,2025-08-21,Reverse Parking Camera,Electronics,13201,1,13201,Pune,Flipkart,Net Banking,Delivered
11091,2025-08-21,Car Vacuum Cleaner,Electronics,10964,1,10964,Ahmedabad,Shopify,Card,Delivered
11092,2025-10-31,Car LED Light,Accessories,501,1,501,Jaipur,Shopify,Card,Returned
11093,2025-11-14,Car Vacuum Cleaner,Electronics,7197,4,28788,Hyderabad,Amazon,Card,Cancelled
11094,2025-06-09,Car Seat Cover,Accessories,1291,2,2582,Pune,Shopify,COD,Returned
11095,2025-03-17,Reverse Parking Camera,Electronics,14803,2,29606,Hyderabad,Flipkart,COD,Returned
11096,2025-01-30,Car Vacuum Cleaner,Electronics,432,2,864,Jaipur,Shopify,UPI,Shipped
11097,2025-11-24,Car Vacuum Cleaner,Electronics,3501,2,7002,Jaipur,Amazon,COD,Cancelled
11098,2025-11-04,Car Air Freshener,Accessories,11683,4,46732,Ahmedabad,Shopify,COD,Returned
11099,2025-02-23,Car Floor Mat,Accessories,5684,2,11368,Hyderabad,Amazon,Net Banking,Cancelled
11100,2025-12-21,Car Seat Cover,Accessories,10765,2,21530,Jaipur,Flipkart,Card,Cancelled
11101,2025-07-12,Car Air Freshener,Accessories,12335,3,37005,Jaipur,Flipkart,Card,Delivered
11102,2025-07-03,Car Vacuum Cleaner,Electronics,462,1,462,Delhi,Shopify,UPI,Cancelled
11103,2025-11-20,Car Dash Camera,Electronics,7515,2,15030,Ahmedabad,Amazon,UPI,Cancelled
11104,2025-04-23,Car Phone Holder,Accessories,4954,2,9908,Udaipur,Shopify,Card,Returned
11105,2025-04-11,Android Car Display,Electronics,4329,2,8658,Delhi,Amazon,COD,Delivered
11106,2025-07-14,Car Seat Cover,Accessories,13922,2,27844,Mumbai,Flipkart,Card,Returned
11107,2025-07-10,Car Air Freshener,Accessories,4234,3,12702,Bangalore,Shopify,Net Banking,Delivered
11108,2025-04-08,Car LED Light,Accessories,2666,2,5332,Jaipur,Shopify,Net Banking,Returned
11109,2025-11-22,Car Vacuum Cleaner,Electronics,10123,4,40492,Jaipur,Amazon,Card,Returned
11110,2025-01-28,Car Music System,Electronics,5668,2,11336,Udaipur,Amazon,Net Banking,Cancelled
11111,2025-12-06,Car LED Light,Accessories,13155,4,52620,Mumbai,Amazon,Net Banking,Returned
11112,2025-04-02,Car Air Freshener,Accessories,8801,4,35204,Ahmedabad,Shopify,COD,Shipped
11113,2025-10-25,Car Air Freshener,Accessories,8062,3,24186,Pune,Shopify,UPI,Cancelled
11114,2025-08-20,Car Phone Holder,Accessories,14961,2,29922,Jaipur,Flipkart,Card,Returned
11115,2025-10-20,Car Floor Mat,Accessories,14860,4,59440,Bangalore,Flipkart,COD,Delivered
11116,2025-06-01,Car Music System,Electronics,12614,1,12614,Hyderabad,Shopify,COD,Cancelled
11117,2025-09-20,Reverse Parking Camera,Electronics,974,4,3896,Ahmedabad,Flipkart,Net Banking,Shipped
11118,2025-09-12,Car Floor Mat,Accessories,7000,3,21000,Ahmedabad,Flipkart,Net Banking,Delivered
11119,2025-05-16,Car Music System,Electronics,7536,2,15072,Mumbai,Flipkart,UPI,Returned
11120,2025-05-22,Android Car Display,Electronics,8701,1,8701,Jaipur,Amazon,UPI,Delivered
11121,2025-06-20,Car Vacuum Cleaner,Electronics,927,2,1854,Jaipur,Shopify,COD,Returned
11122,2025-04-08,Car Dash Camera,Electronics,12509,3,37527,Bangalore,Shopify,COD,Delivered
11123,2025-07-26,Car Dash Camera,Electronics,4917,3,14751,Pune,Shopify,UPI,Shipped
11124,2025-07-23,Android Car Display,Electronics,12770,2,25540,Jaipur,Amazon,Card,Shipped
11125,2025-08-25,Car Phone Holder,Accessories,8751,4,35004,Ahmedabad,Amazon,COD,Cancelled
11126,2025-04-18,Car Floor Mat,Accessories,12917,4,51668,Hyderabad,Flipkart,UPI,Returned
11127,2025-06-06,Car Music System,Electronics,9761,2,19522,Delhi,Flipkart,COD,Returned
11128,2025-12-18,Car Phone Holder,Accessories,7167,4,28668,Pune,Shopify,COD,Returned
11129,2025-03-13,Reverse Parking Camera,Electronics,680,1,680,Bangalore,Flipkart,Net Banking,Shipped
11130,2025-10-01,Car Phone Holder,Accessories,6700,1,6700,Pune,Amazon,Net Banking,Delivered
11131,2025-11-24,Car Vacuum Cleaner,Electronics,9630,4,38520,Udaipur,Amazon,Card,Delivered
11132,2025-12-19,Android Car Display,Electronics,3210,1,3210,Hyderabad,Amazon,Card,Cancelled
11133,2025-04-16,Car LED Light,Accessories,6622,3,19866,Jaipur,Flipkart,UPI,Shipped
11134,2025-03-29,Car Seat Cover,Accessories,6339,1,6339,Ahmedabad,Flipkart,Net Banking,Cancelled
11135,2025-09-02,Car LED Light,Accessories,2415,4,9660,Mumbai,Flipkart,Card,Cancelled
11136,2025-12-30,Car Phone Holder,Accessories,5375,4,21500,Hyderabad,Amazon,COD,Cancelled
11137,2025-05-22,Android Car Display,Electronics,12043,4,48172,Jaipur,Amazon,Card,Shipped
11138,2025-11-06,Car LED Light,Accessories,13809,4,55236,Jaipur,Shopify,COD,Shipped
11139,2025-02-16,Car Air Freshener,Accessories,7880,1,7880,Udaipur,Shopify,Net Banking,Returned
11140,2025-08-01,Car Dash Camera,Electronics,6707,2,13414,Jaipur,Amazon,Net Banking,Shipped
11141,2025-12-24,Car Floor Mat,Accessories,11098,2,22196,Mumbai,Flipkart,UPI,Cancelled
11142,2025-12-08,Car Music System,Electronics,4785,3,14355,Mumbai,Shopify,Card,Shipped
11143,2025-07-08,Car Floor Mat,Accessories,12782,1,12782,Mumbai,Amazon,COD,Shipped
11144,2025-04-17,Car Air Freshener,Accessories,3000,3,9000,Delhi,Flipkart,UPI,Delivered
11145,2025-07-24,Car Air Freshener,Accessories,6544,3,19632,Jaipur,Flipkart,UPI,Delivered
11146,2025-06-17,Car Dash Camera,Electronics,2178,2,4356,Hyderabad,Flipkart,Net Banking,Delivered
11147,2026-01-01,Car LED Light,Accessories,9285,2,18570,Hyderabad,Amazon,Net Banking,Returned
11148,2025-11-07,Car Music System,Electronics,3094,1,3094,Mumbai,Amazon,COD,Delivered
11149,2025-03-28,Android Car Display,Electronics,12447,4,49788,Mumbai,Shopify,UPI,Returned
11150,2025-04-02,Car Music System,Electronics,7519,3,22557,Jaipur,Shopify,UPI,Cancelled
11151,2025-11-22,Car Air Freshener,Accessories,11715,1,11715,Mumbai,Flipkart,COD,Shipped
11152,2025-01-25,Car Seat Cover,Accessories,10100,1,10100,Pune,Amazon,Card,Returned
11153,2025-01-09,Car Phone Holder,Accessories,3576,1,3576,Pune,Amazon,UPI,Returned
11154,2025-04-23,Car Phone Holder,Accessories,11440,1,11440,Mumbai,Shopify,Card,Cancelled
11155,2025-06-17,Car Seat Cover,Accessories,7110,1,7110,Ahmedabad,Shopify,Card,Cancelled
11156,2025-03-03,Android Car Display,Electronics,6772,4,27088,Jaipur,Amazon,UPI,Returned
11157,2025-07-25,Car Vacuum Cleaner,Electronics,3144,1,3144,Ahmedabad,Amazon,Net Banking,Cancelled
11158,2025-12-03,Car Air Freshener,Accessories,3906,1,3906,Udaipur,Shopify,COD,Delivered
11159,2025-07-30,Car LED Light,Accessories,14807,2,29614,Udaipur,Shopify,Net Banking,Delivered
11160,2025-05-09,Android Car Display,Electronics,13264,2,26528,Mumbai,Shopify,COD,Shipped
11161,2025-11-22,Car Music System,Electronics,5740,2,11480,Ahmedabad,Shopify,Net Banking,Delivered
11162,2025-07-15,Car Vacuum Cleaner,Electronics,589,4,2356,Jaipur,Shopify,UPI,Cancelled
11163,2025-06-08,Car Seat Cover,Accessories,10398,1,10398,Jaipur,Shopify,Net Banking,Cancelled
11164,2025-03-12,Reverse Parking Camera,Electronics,1600,1,1600,Ahmedabad,Flipkart,COD,Cancelled
11165,2025-11-25,Car Music System,Electronics,6456,2,12912,Delhi,Amazon,Net Banking,Returned
11166,2025-11-26,Car Music System,Electronics,4856,3,14568,Delhi,Shopify,Net Banking,Returned
11167,2025-06-25,Car Seat Cover,Accessories,4052,3,12156,Jaipur,Amazon,UPI,Cancelled
11168,2025-09-24,Car Phone Holder,Accessories,10262,4,41048,Ahmedabad,Amazon,Net Banking,Delivered
11169,2025-02-05,Car LED Light,Accessories,14551,4,58204,Jaipur,Amazon,Card,Cancelled
11170,2025-10-31,Car Music System,Electronics,1803,2,3606,Jaipur,Amazon,UPI,Shipped
11171,2025-04-12,Car Air Freshener,Accessories,5403,2,10806,Jaipur,Flipkart,Card,Cancelled
11172,2025-11-22,Car Dash Camera,Electronics,4975,4,19900,Jaipur,Flipkart,Net Banking,Delivered
11173,2025-03-27,Car Vacuum Cleaner,Electronics,6824,4,27296,Hyderabad,Flipkart,Net Banking,Shipped
11174,2025-01-11,Car Music System,Electronics,13728,4,54912,Pune,Flipkart,UPI,Returned
11175,2025-10-11,Reverse Parking Camera,Electronics,9101,2,18202,Bangalore,Flipkart,Net Banking,Shipped
11176,2025-07-12,Car Dash Camera,Electronics,7731,3,23193,Hyderabad,Amazon,COD,Cancelled
11177,2025-04-08,Car Air Freshener,Accessories,3506,2,7012,Delhi,Amazon,COD,Shipped
11178,2025-07-11,Car Floor Mat,Accessories,7112,4,28448,Pune,Flipkart,COD,Delivered
11179,2025-03-05,Car Floor Mat,Accessories,14799,1,14799,Pune,Shopify,Card,Cancelled
11180,2025-09-18,Car Floor Mat,Accessories,4482,3,13446,Hyderabad,Shopify,COD,Delivered
11181,2025-05-05,Car Floor Mat,Accessories,7247,2,14494,Hyderabad,Amazon,COD,Delivered
11182,2025-12-15,Car Music System,Electronics,4581,4,18324,Bangalore,Flipkart,Card,Cancelled
11183,2025-11-26,Car Seat Cover,Accessories,2212,1,2212,Pune,Flipkart,UPI,Cancelled
11184,2025-05-10,Car Floor Mat,Accessories,3016,4,12064,Udaipur,Shopify,Net Banking,Returned
11185,2025-02-25,Car Floor Mat,Accessories,12628,1,12628,Ahmedabad,Amazon,COD,Cancelled
11186,2025-01-04,Car Floor Mat,Accessories,11752,3,35256,Bangalore,Flipkart,UPI,Delivered
11187,2025-09-26,Car LED Light,Accessories,12977,4,51908,Pune,Shopify,COD,Shipped
11188,2025-04-06,Car Music System,Electronics,3190,3,9570,Bangalore,Amazon,Net Banking,Cancelled
11189,2025-10-18,Android Car Display,Electronics,2106,4,8424,Jaipur,Amazon,Card,Delivered
11190,2025-05-13,Car Music System,Electronics,13557,2,27114,Pune,Flipkart,UPI,Cancelled
11191,2025-07-13,Car LED Light,Accessories,5102,1,5102,Mumbai,Flipkart,UPI,Returned
11192,2025-09-02,Car Seat Cover,Accessories,9895,2,19790,Hyderabad,Shopify,UPI,Delivered
11193,2025-12-07,Car Seat Cover,Accessories,4659,1,4659,Delhi,Amazon,Card,Delivered
11194,2025-09-06,Car Floor Mat,Accessories,10179,3,30537,Hyderabad,Flipkart,Net Banking,Returned
11195,2025-06-11,Car Vacuum Cleaner,Electronics,11471,3,34413,Jaipur,Flipkart,Net Banking,Shipped
11196,2025-06-19,Reverse Parking Camera,Electronics,1237,3,3711,Mumbai,Amazon,Net Banking,Shipped
11197,2025-09-29,Car Music System,Electronics,720,1,720,Udaipur,Shopify,Card,Returned
11198,2025-09-21,Car Air Freshener,Accessories,10431,4,41724,Pune,Shopify,Card,Delivered
11199,2025-01-24,Car Vacuum Cleaner,Electronics,572,3,1716,Ahmedabad,Shopify,Net Banking,Cancelled
11200,2025-11-10,Reverse Parking Camera,Electronics,8238,4,32952,Mumbai,Flipkart,Net Banking,Shipped
11201,2025-05-31,Car LED Light,Accessories,12330,4,49320,Jaipur,Shopify,Card,Delivered
11202,2025-06-04,Car Music System,Electronics,8458,1,8458,Hyderabad,Amazon,Net Banking,Delivered
11203,2025-05-05,Car Air Freshener,Accessories,11156,2,22312,Jaipur,Amazon,UPI,Delivered
11204,2025-03-24,Car Floor Mat,Accessories,12027,1,12027,Ahmedabad,Flipkart,COD,Cancelled
11205,2025-12-10,Car Dash Camera,Electronics,11210,4,44840,Mumbai,Shopify,Card,Shipped
11206,2025-04-25,Car LED Light,Accessories,13334,3,40002,Mumbai,Shopify,COD,Shipped
11207,2025-04-30,Car Floor Mat,Accessories,11013,4,44052,Jaipur,Flipkart,UPI,Returned
11208,2025-06-24,Car LED Light,Accessories,2124,1,2124,Jaipur,Shopify,UPI,Returned
11209,2025-07-14,Car Music System,Electronics,14280,3,42840,Delhi,Flipkart,UPI,Cancelled
11210,2025-07-06,Car Floor Mat,Accessories,7241,3,21723,Bangalore,Shopify,Card,Delivered
11211,2025-06-11,Car Floor Mat,Accessories,450,4,1800,Bangalore,Flipkart,Card,Shipped
11212,2025-03-16,Car Air Freshener,Accessories,2715,3,8145,Delhi,Shopify,COD,Returned
11213,2025-05-21,Android Car Display,Electronics,11582,1,11582,Hyderabad,Shopify,Card,Shipped
11214,2025-01-31,Car Dash Camera,Electronics,11836,4,47344,Ahmedabad,Amazon,Card,Cancelled
11215,2025-09-07,Car Seat Cover,Accessories,14479,2,28958,Pune,Flipkart,Card,Delivered
11216,2025-08-05,Android Car Display,Electronics,6727,3,20181,Hyderabad,Flipkart,Net Banking,Shipped
11217,2025-05-25,Car LED Light,Accessories,8948,3,26844,Jaipur,Shopify,Net Banking,Delivered
11218,2025-12-30,Car Music System,Electronics,5598,1,5598,Udaipur,Flipkart,Card,Cancelled
11219,2025-05-30,Car Air Freshener,Accessories,11702,4,46808,Bangalore,Amazon,Card,Cancelled
11220,2025-12-14,Car Seat Cover,Accessories,6234,1,6234,Bangalore,Flipkart,Net Banking,Cancelled
11221,2025-08-31,Car Seat Cover,Accessories,1873,3,5619,Bangalore,Amazon,UPI,Returned
11222,2025-11-18,Reverse Parking Camera,Electronics,7407,2,14814,Pune,Amazon,UPI,Delivered
11223,2025-06-04,Car Phone Holder,Accessories,6798,4,27192,Bangalore,Shopify,Net Banking,Delivered
11224,2025-05-21,Car Air Freshener,Accessories,14470,4,57880,Hyderabad,Flipkart,UPI,Delivered
11225,2025-09-08,Car LED Light,Accessories,1653,1,1653,Jaipur,Amazon,Net Banking,Returned
11226,2025-07-16,Car LED Light,Accessories,13314,2,26628,Hyderabad,Shopify,Net Banking,Returned
11227,2025-06-16,Reverse Parking Camera,Electronics,2351,1,2351,Mumbai,Shopify,Card,Shipped
11228,2025-02-02,Car Seat Cover,Accessories,6751,4,27004,Mumbai,Amazon,UPI,Cancelled
11229,2025-01-03,Reverse Parking Camera,Electronics,11690,2,23380,Hyderabad,Flipkart,UPI,Delivered
11230,2025-12-01,Car Music System,Electronics,9722,2,19444,Bangalore,Amazon,COD,Delivered
11231,2025-07-06,Car LED Light,Accessories,2343,3,7029,Bangalore,Flipkart,UPI,Cancelled
11232,2025-12-04,Car Dash Camera,Electronics,1056,3,3168,Hyderabad,Amazon,Net Banking,Returned
11233,2025-12-19,Android Car Display,Electronics,6069,2,12138,Mumbai,Shopify,UPI,Cancelled
11234,2025-06-03,Car Seat Cover,Accessories,3381,2,6762,Jaipur,Amazon,Card,Returned
11235,2025-02-08,Car Dash Camera,Electronics,2405,4,9620,Udaipur,Flipkart,Net Banking,Cancelled
11236,2025-05-11,Car Floor Mat,Accessories,7772,1,7772,Pune,Shopify,Card,Cancelled
11237,2025-11-21,Car LED Light,Accessories,10614,3,31842,Jaipur,Shopify,COD,Cancelled
11238,2025-06-11,Car Floor Mat,Accessories,13760,2,27520,Pune,Flipkart,UPI,Cancelled
11239,2025-09-30,Car LED Light,Accessories,4725,1,4725,Mumbai,Shopify,Net Banking,Delivered
11240,2025-07-05,Car Vacuum Cleaner,Electronics,10788,1,10788,Ahmedabad,Flipkart,Card,Cancelled
11241,2025-07-13,Car Dash Camera,Electronics,461,1,461,Jaipur,Flipkart,UPI,Delivered
11242,2025-10-29,Car Music System,Electronics,8925,3,26775,Hyderabad,Amazon,COD,Returned
11243,2025-01-25,Android Car Display,Electronics,4740,1,4740,Bangalore,Flipkart,Net Banking,Cancelled
11244,2025-09-02,Car Vacuum Cleaner,Electronics,13506,4,54024,Bangalore,Flipkart,UPI,Cancelled
11245,2025-10-18,Car Music System,Electronics,2637,4,10548,Udaipur,Amazon,COD,Cancelled
11246,2025-04-04,Reverse Parking Camera,Electronics,7152,4,28608,Hyderabad,Flipkart,Net Banking,Returned
11247,2025-06-06,Car Dash Camera,Electronics,7308,2,14616,Mumbai,Flipkart,Net Banking,Returned
11248,2025-02-09,Car LED Light,Accessories,10698,1,10698,Jaipur,Amazon,Card,Delivered
11249,2025-10-11,Car LED Light,Accessories,12480,3,37440,Hyderabad,Amazon,Net Banking,Cancelled
11250,2025-07-27,Car Air Freshener,Accessories,8456,1,8456,Delhi,Shopify,Card,Delivered
11251,2025-05-06,Car Floor Mat,Accessories,11811,3,35433,Delhi,Shopify,Net Banking,Cancelled
11252,2025-02-08,Android Car Display,Electronics,3987,2,7974,Ahmedabad,Amazon,COD,Delivered
11253,2025-03-29,Car Floor Mat,Accessories,8418,4,33672,Ahmedabad,Amazon,COD,Cancelled
11254,2025-05-29,Android Car Display,Electronics,14239,1,14239,Udaipur,Flipkart,COD,Returned
11255,2025-04-22,Car Phone Holder,Accessories,336,4,1344,Udaipur,Shopify,UPI,Shipped
11256,2025-01-30,Reverse Parking Camera,Electronics,14199,4,56796,Ahmedabad,Amazon,Net Banking,Returned
11257,2025-01-03,Car Dash Camera,Electronics,6098,1,6098,Ahmedabad,Shopify,Card,Shipped
11258,2025-08-09,Car Vacuum Cleaner,Electronics,445,1,445,Hyderabad,Amazon,UPI,Cancelled
11259,2025-01-04,Car Floor Mat,Accessories,2329,4,9316,Bangalore,Shopify,COD,Cancelled
11260,2025-06-03,Car Air Freshener,Accessories,6777,3,20331,Ahmedabad,Flipkart,Card,Returned
